,pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
624,625,Bisharp,5,Dark,Steel,Sword Blade Pokémon,0,125,60,100,70,65,70,490,1.6,70.0,50.0,45,1000000,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
626,627,Rufflet,5,Normal,Flying,Eaglet Pokémon,0,83,37,50,50,70,60,350,0.5,10.5,100.0,190,1250000,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
627,628,Braviary,5,Normal,Flying,Valiant Pokémon,0,123,57,75,75,100,80,510,1.5,41.0,100.0,60,1250000,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
628,629,Vullaby,5,Dark,Flying,Diapered Pokémon,0,55,45,75,65,70,60,370,0.5,9.0,0.0,190,1250000,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
629,630,Mandibuzz,5,Dark,Flying,Bone Vulture Pokémon,0,65,55,105,95,110,80,510,1.2,39.5,0.0,60,1250000,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
631,632,Durant,5,Bug,Steel,Iron Ant Pokémon,0,109,48,112,48,58,109,484,0.3,33.0,50.0,90,1000000,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
632,633,Deino,5,Dark,Dragon,Irate Pokémon,0,65,45,50,50,52,38,300,0.8,17.3,50.0,45,1250000,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
633,634,Zweilous,5,Dark,Dragon,Hostile Pokémon,0,85,65,70,70,72,58,420,1.4,50.0,50.0,45,1250000,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
634,635,Hydreigon,5,Dark,Dragon,Brutal Pokémon,0,105,125,90,90,92,98,600,1.8,160.0,50.0,45,1250000,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
635,636,Larvesta,5,Bug,Fire,Torch Pokémon,0,85,50,55,55,55,60,360,1.1,28.8,50.0,45,1250000,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
636,637,Volcarona,5,Bug,Fire,Sun Pokémon,0,60,135,65,105,85,100,550,1.6,46.0,50.0,15,1250000,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
637,638,Cobalion,5,Steel,Fighting,Iron Will Pokémon,1,90,90,129,72,91,108,580,2.1,250.0,,3,1250000,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
638,639,Terrakion,5,Rock,Fighting,Cavern Pokémon,1,129,72,90,90,91,108,580,1.9,260.0,,3,1250000,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0
639,640,Virizion,5,Grass,Fighting,Grassland Pokémon,1,90,90,72,129,91,108,580,2.0,200.0,,3,1250000,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
641,642,Thundurus,5,Electric,Flying,Bolt Strike Pokémon,1,105,145,70,80,79,101,580,1.5,61.0,100.0,3,1250000,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
642,643,Reshiram,5,Dragon,Fire,Vast White Pokémon,1,120,150,100,120,100,90,680,3.2,330.0,,3,1250000,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
643,644,Zekrom,5,Dragon,Electric,Deep Black Pokémon,1,150,120,120,100,100,90,680,2.9,345.0,,3,1250000,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
644,645,Landorus,5,Ground,Flying,Abundance Pokémon,1,145,105,90,80,89,91,600,1.5,68.0,100.0,3,1250000,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
645,646,Kyurem,5,Dragon,Ice,Boundary Pokémon,1,120,170,90,100,125,95,700,3.0,325.0,,3,1250000,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5
646,647,Keldeo,5,Water,Fighting,Colt Pokémon,1,72,129,90,90,91,108,580,1.4,48.5,,3,1250000,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5
647,648,Meloetta,5,Normal,Psychic,Melody Pokémon,1,128,77,90,77,100,128,600,0.6,6.5,,3,1250000,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
648,649,Genesect,5,Bug,Steel,Paleozoic Pokémon,1,120,120,95,95,71,99,600,1.5,82.5,,3,1250000,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
651,652,Chesnaught,6,Grass,Fighting,Spiny Armor Pokémon,0,107,74,122,75,88,64,530,1.6,90.0,88.1,45,1059860,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
654,655,Delphox,6,Fire,Psychic,Fox Pokémon,0,69,114,72,100,75,104,534,1.5,39.0,88.1,45,1059860,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
657,658,Greninja,6,Water,Dark,Ninja Pokémon,0,145,153,67,71,72,132,640,1.5,40.0,88.1,45,1059860,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
659,660,Diggersby,6,Normal,Ground,Digging Pokémon,0,56,50,77,77,85,78,423,1.0,42.4,50.0,127,1000000,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
660,661,Fletchling,6,Normal,Flying,Tiny Robin Pokémon,0,50,40,43,38,45,62,278,0.3,1.7,50.0,255,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
661,662,Fletchinder,6,Fire,Flying,Ember Pokémon,0,73,56,55,52,62,84,382,0.7,16.0,50.0,120,1059860,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
662,663,Talonflame,6,Fire,Flying,Scorching Pokémon,0,81,74,71,69,78,126,499,1.2,24.5,50.0,45,1059860,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
665,666,Vivillon,6,Bug,Flying,Scale Pokémon,0,52,90,50,50,80,89,411,1.2,17.0,50.0,45,1000000,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
666,667,Litleo,6,Fire,Normal,Lion Cub Pokémon,0,50,73,58,54,62,72,369,0.6,13.5,11.2,220,1059860,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
667,668,Pyroar,6,Fire,Normal,Royal Pokémon,0,68,109,72,66,86,106,507,1.5,81.5,11.2,65,1059860,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
674,675,Pangoro,6,Fighting,Dark,Daunting Pokémon,0,124,69,78,71,95,58,495,2.1,136.0,50.0,65,1000000,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
678,679,Honedge,6,Steel,Ghost,Sword Pokémon,0,80,35,100,37,45,28,325,0.8,2.0,50.0,180,1000000,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
679,680,Doublade,6,Steel,Ghost,Sword Pokémon,0,110,45,150,49,59,35,448,0.8,4.5,50.0,90,1000000,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
680,681,Aegislash,6,Steel,Ghost,Royal Sword Pokémon,0,150,150,50,50,60,60,520,1.7,53.0,50.0,45,1000000,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
685,686,Inkay,6,Dark,Psychic,Revolving Pokémon,0,54,37,53,46,53,45,288,0.4,3.5,50.0,190,1000000,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
686,687,Malamar,6,Dark,Psychic,Overturning Pokémon,0,92,68,88,75,86,73,482,1.5,47.0,50.0,80,1000000,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
687,688,Binacle,6,Rock,Water,Two-Handed Pokémon,0,52,39,67,56,42,50,306,0.5,31.0,50.0,120,1000000,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
688,689,Barbaracle,6,Rock,Water,Collective Pokémon,0,105,54,115,86,72,68,500,1.3,96.0,50.0,45,1000000,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
689,690,Skrelp,6,Poison,Water,Mock Kelp Pokémon,0,60,60,60,60,50,30,320,0.5,7.3,50.0,225,1000000,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
690,691,Dragalge,6,Poison,Dragon,Mock Kelp Pokémon,0,75,97,90,123,65,44,494,1.8,81.5,50.0,55,1000000,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5
693,694,Helioptile,6,Electric,Normal,Generator Pokémon,0,38,61,33,43,44,70,289,0.5,6.0,50.0,190,1000000,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
694,695,Heliolisk,6,Electric,Normal,Generator Pokémon,0,55,109,52,94,62,109,481,1.0,21.0,50.0,75,1000000,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
695,696,Tyrunt,6,Rock,Dragon,Royal Heir Pokémon,0,89,45,77,45,58,48,362,0.8,26.0,88.1,45,1000000,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
696,697,Tyrantrum,6,Rock,Dragon,Despot Pokémon,0,121,69,119,59,82,71,521,2.5,270.0,88.1,45,1000000,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
697,698,Amaura,6,Rock,Ice,Tundra Pokémon,0,59,67,50,63,77,46,362,1.3,25.2,88.1,45,1000000,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
698,699,Aurorus,6,Rock,Ice,Tundra Pokémon,0,77,99,72,92,123,58,521,2.7,225.0,88.1,45,1000000,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
700,701,Hawlucha,6,Fighting,Flying,Wrestling Pokémon,0,92,74,75,63,78,118,500,0.8,21.5,50.0,100,1000000,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
701,702,Dedenne,6,Electric,Fairy,Antenna Pokémon,0,58,81,57,67,67,101,431,0.2,2.2,50.0,180,1000000,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
702,703,Carbink,6,Rock,Fairy,Jewel Pokémon,0,50,50,150,150,50,50,500,0.3,5.7,,60,1250000,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
706,707,Klefki,6,Steel,Fairy,Key Ring Pokémon,0,80,80,91,87,57,75,470,0.2,3.0,50.0,75,800000,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
707,708,Phantump,6,Ghost,Grass,Stump Pokémon,0,70,50,48,60,43,38,309,0.4,7.0,50.0,120,1000000,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
708,709,Trevenant,6,Ghost,Grass,Elder Tree Pokémon,0,110,65,76,82,85,56,474,1.5,71.0,50.0,60,1000000,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
709,710,Pumpkaboo,6,Ghost,Grass,Pumpkin Pokémon,0,66,44,70,55,59,41,335,0.8,15.0,50.0,120,1000000,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
710,711,Gourgeist,6,Ghost,Grass,Pumpkin Pokémon,0,100,58,122,75,85,54,494,1.7,39.0,50.0,60,1000000,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
713,714,Noibat,6,Flying,Dragon,Sound Wave Pokémon,0,30,45,35,40,40,55,245,0.5,8.0,50.0,190,1000000,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
714,715,Noivern,6,Flying,Dragon,Sound Wave Pokémon,0,70,97,80,80,85,123,535,1.5,85.0,50.0,45,1000000,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
716,717,Yveltal,6,Dark,Flying,Destruction Pokémon,1,131,131,95,98,126,99,680,5.8,203.0,,45,1250000,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
717,718,Zygarde,6,Dragon,Ground,Order Pokémon,1,100,91,121,95,216,85,708,5.0,284.6,,3,1250000,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
718,719,Diancie,6,Rock,Fairy,Jewel Pokémon,1,160,160,110,110,50,110,700,0.7,8.8,,3,1250000,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
719,720,Hoopa,6,Psychic,Ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1,160,170,60,130,80,80,680,,,,3,1250000,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
720,721,Volcanion,6,Fire,Water,Steam Pokémon,1,110,130,120,90,80,70,600,1.7,195.0,,3,1250000,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
721,722,Rowlet,7,Grass,Flying,Grass Quill Pokémon,0,55,50,55,50,68,42,320,0.3,1.5,88.1,45,1059860,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
722,723,Dartrix,7,Grass,Flying,Blade Quill Pokémon,0,75,70,75,70,78,52,420,0.7,16.0,88.1,45,1059860,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
723,724,Decidueye,7,Grass,Ghost,Arrow Quill Pokémon,0,107,100,75,100,78,70,530,1.6,36.6,88.1,45,1059860,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
726,727,Incineroar,7,Fire,Dark,Heel Pokémon,0,115,80,90,90,95,60,530,1.8,83.0,88.1,45,1059860,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
729,730,Primarina,7,Water,Fairy,Soloist Pokémon,0,74,126,74,116,80,60,530,1.8,44.0,88.1,45,1059860,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
730,731,Pikipek,7,Normal,Flying,Woodpecker Pokémon,0,75,30,30,30,35,65,265,0.3,1.2,50.0,255,1000000,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
731,732,Trumbeak,7,Normal,Flying,Bugle Beak Pokémon,0,85,40,50,50,55,75,355,0.6,14.8,50.0,120,1000000,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
732,733,Toucannon,7,Normal,Flying,Cannon Pokémon,0,120,75,75,75,80,60,485,1.1,26.0,50.0,45,1000000,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
736,737,Charjabug,7,Bug,Electric,Battery Pokémon,0,82,55,95,75,57,36,400,0.5,10.5,50.0,120,1000000,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
737,738,Vikavolt,7,Bug,Electric,Stag Beetle Pokémon,0,70,145,90,75,77,43,500,1.5,45.0,50.0,45,1000000,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
739,740,Crabominable,7,Fighting,Ice,Woolly Crab Pokémon,0,132,62,77,67,97,43,478,1.7,180.0,50.0,60,1000000,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
740,741,Oricorio,7,Fire,Flying,Dancing Pokémon,0,70,98,70,70,75,93,476,0.6,3.4,24.6,45,1000000,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
741,742,Cutiefly,7,Bug,Fairy,Bee Fly Pokémon,0,45,55,40,40,40,84,304,0.1,0.2,50.0,190,1000000,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
742,743,Ribombee,7,Bug,Fairy,Bee Fly Pokémon,0,55,95,60,70,60,124,464,0.2,0.5,50.0,75,1000000,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
746,747,Mareanie,7,Poison,Water,Brutal Star Pokémon,0,53,43,62,52,50,45,305,0.4,8.0,50.0,190,1000000,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
747,748,Toxapex,7,Poison,Water,Brutal Star Pokémon,0,63,53,152,142,50,35,495,0.7,14.5,50.0,75,1000000,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
750,751,Dewpider,7,Water,Bug,Water Bubble Pokémon,0,40,40,52,72,38,27,269,0.3,4.0,50.0,200,1000000,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
751,752,Araquanid,7,Water,Bug,Water Bubble Pokémon,0,70,50,92,132,68,42,454,1.8,82.0,50.0,100,1000000,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
754,755,Morelull,7,Grass,Fairy,Illuminating Pokémon,0,35,65,55,75,40,15,285,0.2,1.5,50.0,190,1000000,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
755,756,Shiinotic,7,Grass,Fairy,Illuminating Pokémon,0,45,90,80,100,60,30,405,1.0,11.5,50.0,75,1000000,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
756,757,Salandit,7,Poison,Fire,Toxic Lizard Pokémon,0,44,71,40,40,48,77,320,0.6,4.8,88.1,120,1000000,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
757,758,Salazzle,7,Poison,Fire,Toxic Lizard Pokémon,0,64,111,60,60,68,117,480,1.2,22.2,0.0,45,1000000,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
758,759,Stufful,7,Normal,Fighting,Flailing Pokémon,0,75,45,50,50,70,50,340,0.5,6.8,50.0,140,1000000,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
759,760,Bewear,7,Normal,Fighting,Strong Arm Pokémon,0,125,55,80,60,120,60,500,2.1,135.0,50.0,70,1000000,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
764,765,Oranguru,7,Normal,Psychic,Sage Pokémon,0,60,90,80,110,90,60,490,1.5,76.0,50.0,45,1250000,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
766,767,Wimpod,7,Bug,Water,Turn Tail Pokémon,0,35,20,40,30,25,80,230,0.5,12.0,50.0,90,1000000,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
767,768,Golisopod,7,Bug,Water,Hard Scale Pokémon,0,125,60,140,90,75,40,530,2.0,108.0,50.0,45,1000000,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
768,769,Sandygast,7,Ghost,Ground,Sand Heap Pokémon,0,55,70,80,45,55,15,320,0.5,70.0,50.0,140,1000000,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
769,770,Palossand,7,Ghost,Ground,Sand Castle Pokémon,0,75,100,110,75,85,35,480,1.3,250.0,50.0,60,1000000,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
773,774,Minior,7,Rock,Flying,Meteor Pokémon,0,100,100,60,60,60,120,500,0.3,40.0,,30 (Meteorite)255 (Core),1059860,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
775,776,Turtonator,7,Fire,Dragon,Blast Turtle Pokémon,0,78,91,135,85,60,36,485,2.0,212.0,50.0,70,1000000,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
776,777,Togedemaru,7,Electric,Steel,Roly-Poly Pokémon,0,98,40,63,73,65,96,435,0.3,3.3,50.0,180,1000000,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
777,778,Mimikyu,7,Ghost,Fairy,Disguise Pokémon,0,90,50,80,105,55,96,476,0.2,0.7,50.0,45,1000000,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
778,779,Bruxish,7,Water,Psychic,Gnash Teeth Pokémon,0,105,70,70,70,68,92,475,0.9,19.0,50.0,80,1000000,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
779,780,Drampa,7,Normal,Dragon,Placid Pokémon,0,60,135,85,91,78,36,485,3.0,185.0,50.0,70,1000000,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
780,781,Dhelmise,7,Ghost,Grass,Sea Creeper Pokémon,0,131,86,100,90,70,40,517,3.9,210.0,,25,1000000,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
782,783,Hakamo-o,7,Dragon,Fighting,Scaly Pokémon,0,75,65,90,70,55,65,420,1.2,47.0,50.0,45,1250000,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5
