pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
404,Luxio,4,Electric,,Spark Pokémon,0,85,60,49,49,60,60,363,0.9,30.5,50,120,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
405,Luxray,4,Electric,,Gleam Eyes Pokémon,0,120,95,79,79,80,70,523,1.4,42.0,50,45,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
406,Budew,4,Grass,Poison,Bud Pokémon,0,30,50,35,70,40,55,280,0.2,1.2,50,255,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
407,Roserade,4,Grass,Poison,Bouquet Pokémon,0,70,125,65,105,60,90,515,0.9,14.5,50,75,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
408,Cranidos,4,Rock,,Head Butt Pokémon,0,125,30,40,30,67,58,350,0.9,31.5,88.1,45,600000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
409,Rampardos,4,Rock,,Head Butt Pokémon,0,165,65,60,50,97,58,495,1.6,102.5,88.1,45,600000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
410,Shieldon,4,Rock,Steel,Shield Pokémon,0,42,42,118,88,30,30,350,0.5,57.0,88.1,45,600000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
411,Bastiodon,4,Rock,Steel,Shield Pokémon,0,52,47,168,138,60,30,495,1.3,149.5,88.1,45,600000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
412,Burmy,4,Bug,,Bagworm Pokémon,0,29,29,45,45,40,36,224,0.2,3.4,50,120,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
413,Wormadam,4,Bug,Grass,Bagworm Pokémon,0,69,69,95,95,60,36,424,0.5,6.5,0,45,1000000,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
414,Mothim,4,Bug,Flying,Moth Pokémon,0,94,94,50,50,70,66,424,0.9,23.3,100,45,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
415,Combee,4,Bug,Flying,Tiny Bee Pokémon,0,30,30,42,42,30,70,244,0.3,5.5,88.1,120,1059860,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
416,Vespiquen,4,Bug,Flying,Beehive Pokémon,0,80,80,102,102,70,40,474,1.2,38.5,0,45,1059860,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
417,Pachirisu,4,Electric,,EleSquirrel Pokémon,0,45,45,70,90,60,95,405,0.4,3.9,50,200,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
418,Buizel,4,Water,,Sea Weasel Pokémon,0,65,60,35,30,55,85,330,0.7,29.5,50,190,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
419,Floatzel,4,Water,,Sea Weasel Pokémon,0,105,85,55,50,85,115,495,1.1,33.5,50,75,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
420,Cherubi,4,Grass,,Cherry Pokémon,0,35,62,45,53,45,35,275,0.4,3.3,50,190,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
421,Cherrim,4,Grass,,Blossom Pokémon,0,60,87,70,78,70,85,450,0.5,9.3,50,75,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
422,Shellos,4,Water,,Sea Slug Pokémon,0,48,57,48,62,76,34,325,0.3,6.3,50,190,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
423,Gastrodon,4,Water,Ground,Sea Slug Pokémon,0,83,92,68,82,111,39,475,0.9,29.9,50,75,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
424,Ambipom,4,Normal,,Long Tail Pokémon,0,100,60,66,66,75,115,482,1.2,20.3,50,45,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
425,Drifloon,4,Ghost,Flying,Balloon Pokémon,0,50,60,34,44,90,70,348,0.4,1.2,50,125,1640000,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
426,Drifblim,4,Ghost,Flying,Blimp Pokémon,0,80,90,44,54,150,80,498,1.2,15.0,50,60,1640000,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
427,Buneary,4,Normal,,Rabbit Pokémon,0,66,44,44,56,55,85,350,0.4,5.5,50,190,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
428,Lopunny,4,Normal,,Rabbit Pokémon,0,136,54,94,96,65,135,580,1.2,33.3,50,60,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
429,Mismagius,4,Ghost,,Magical Pokémon,0,60,105,60,105,60,105,495,0.9,4.4,50,45,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
430,Honchkrow,4,Dark,Flying,Big Boss Pokémon,0,125,105,52,52,100,71,505,0.9,27.3,50,30,1059860,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
431,Glameow,4,Normal,,Catty Pokémon,0,55,42,42,37,49,85,310,0.5,3.9,24.6,190,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
432,Purugly,4,Normal,,Tiger Cat Pokémon,0,82,64,64,59,71,112,452,1.0,43.8,24.6,75,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
433,Chingling,4,Psychic,,Bell Pokémon,0,30,65,50,50,45,45,285,0.2,0.6,50,120,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
434,Stunky,4,Poison,Dark,Skunk Pokémon,0,63,41,47,41,63,74,329,0.4,19.2,50,225,1000000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
435,Skuntank,4,Poison,Dark,Skunk Pokémon,0,93,71,67,61,103,84,479,1.0,38.0,50,60,1000000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
436,Bronzor,4,Steel,Psychic,Bronze Pokémon,0,24,24,86,86,57,23,300,0.5,60.5,,255,1000000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
437,Bronzong,4,Steel,Psychic,Bronze Bell Pokémon,0,89,79,116,116,67,33,500,1.3,187.0,,90,1000000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
438,Bonsly,4,Rock,,Bonsai Pokémon,0,80,10,95,45,50,10,290,0.5,15.0,50,255,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
439,Mime Jr.,4,Psychic,Fairy,Mime Pokémon,0,25,70,45,90,20,60,310,0.6,13.0,50,145,1000000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
440,Happiny,4,Normal,,Playhouse Pokémon,0,5,15,5,65,100,30,220,0.6,24.4,0,130,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
441,Chatot,4,Normal,Flying,Music Note Pokémon,0,65,92,45,42,76,91,411,0.5,1.9,50,30,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
442,Spiritomb,4,Ghost,Dark,Forbidden Pokémon,0,92,92,108,108,50,35,485,1.0,108.0,50,100,1000000,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
443,Gible,4,Dragon,Ground,Land Shark Pokémon,0,70,40,45,45,58,42,300,0.7,20.5,50,45,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
444,Gabite,4,Dragon,Ground,Cave Pokémon,0,90,50,65,55,68,82,410,1.4,56.0,50,45,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
445,Garchomp,4,Dragon,Ground,Mach Pokémon,0,170,120,115,95,108,92,700,1.9,95.0,50,45,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
446,Munchlax,4,Normal,,Big Eater Pokémon,0,85,40,40,85,135,5,390,0.6,105.0,88.1,50,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
447,Riolu,4,Fighting,,Emanation Pokémon,0,70,35,40,40,40,60,285,0.7,20.2,88.1,75,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
448,Lucario,4,Fighting,Steel,Aura Pokémon,0,145,140,88,70,70,112,625,1.2,54.0,88.1,45,1059860,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
449,Hippopotas,4,Ground,,Hippo Pokémon,0,72,38,78,42,68,32,330,0.8,49.5,50,140,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
450,Hippowdon,4,Ground,,Heavyweight Pokémon,0,112,68,118,72,108,47,525,2.0,300.0,50,60,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
451,Skorupi,4,Poison,Bug,Scorpion Pokémon,0,50,30,90,55,40,65,330,0.8,12.0,50,120,1250000,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
452,Drapion,4,Poison,Dark,Ogre Scorp Pokémon,0,90,60,110,75,70,95,500,1.3,61.5,50,45,1250000,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
453,Croagunk,4,Poison,Fighting,Toxic Mouth Pokémon,0,61,61,40,40,48,50,300,0.7,23.0,50,140,1000000,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
454,Toxicroak,4,Poison,Fighting,Toxic Mouth Pokémon,0,106,86,65,65,83,85,490,1.3,44.4,50,75,1000000,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
455,Carnivine,4,Grass,,Bug Catcher Pokémon,0,100,90,72,72,74,46,454,1.4,27.0,50,200,1250000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
456,Finneon,4,Water,,Wing Fish Pokémon,0,49,49,56,61,49,66,330,0.4,7.0,50,190,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
457,Lumineon,4,Water,,Neon Pokémon,0,69,69,76,86,69,91,460,1.2,24.0,50,75,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
458,Mantyke,4,Water,Flying,Kite Pokémon,0,20,60,50,120,45,50,345,1.0,65.0,50,25,1250000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
459,Snover,4,Grass,Ice,Frosted Tree Pokémon,0,62,62,50,60,60,40,334,1.0,50.5,50,120,1250000,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
460,Abomasnow,4,Grass,Ice,Frosted Tree Pokémon,0,132,132,105,105,90,30,594,2.2,135.5,50,60,1250000,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
461,Weavile,4,Dark,Ice,Sharp Claw Pokémon,0,120,45,65,85,70,125,510,1.1,34.0,50,45,1059860,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
462,Magnezone,4,Electric,Steel,Magnet Area Pokémon,0,70,130,115,90,70,60,535,1.2,180.0,,30,1000000,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
463,Lickilicky,4,Normal,,Licking Pokémon,0,85,80,95,95,110,50,515,1.7,140.0,50,30,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
464,Rhyperior,4,Ground,Rock,Drill Pokémon,0,140,55,130,55,115,40,535,2.4,282.8,50,30,1250000,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
465,Tangrowth,4,Grass,,Vine Pokémon,0,100,110,125,50,100,50,535,2.0,128.6,50,30,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
466,Electivire,4,Electric,,Thunderbolt Pokémon,0,123,95,67,85,75,95,540,1.8,138.6,75.4,30,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
467,Magmortar,4,Fire,,Blast Pokémon,0,95,125,67,95,75,83,540,1.6,68.0,75.4,30,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
468,Togekiss,4,Fairy,Flying,Jubilee Pokémon,0,50,120,95,115,85,80,545,1.5,38.0,88.1,30,800000,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
469,Yanmega,4,Bug,Flying,Ogre Darner Pokémon,0,76,116,86,56,86,95,515,1.9,51.5,50,30,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
470,Leafeon,4,Grass,,Verdant Pokémon,0,110,60,130,65,65,95,525,1.0,25.5,88.1,45,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
471,Glaceon,4,Ice,,Fresh Snow Pokémon,0,60,130,110,95,65,65,525,0.8,25.9,88.1,45,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
472,Gliscor,4,Ground,Flying,Fang Scorp Pokémon,0,95,45,125,75,75,95,510,2.0,42.5,50,30,1059860,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
473,Mamoswine,4,Ice,Ground,Twin Tusk Pokémon,0,130,70,80,60,110,80,530,2.5,291.0,50,50,1250000,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
474,Porygon-Z,4,Normal,,Virtual Pokémon,0,80,135,70,75,85,90,535,0.9,34.0,,30,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
475,Gallade,4,Psychic,Fighting,Blade Pokémon,0,165,65,95,115,68,110,618,1.6,52.0,100,45,1250000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
476,Probopass,4,Rock,Steel,Compass Pokémon,0,55,75,145,150,60,40,525,1.4,340.0,50,60,1000000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
477,Dusknoir,4,Ghost,,Gripper Pokémon,0,100,65,135,135,45,45,525,2.2,106.6,50,45,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
478,Froslass,4,Ice,Ghost,Snow Land Pokémon,0,80,80,70,70,70,110,480,1.3,26.6,0,75,1000000,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1
479,Rotom,4,Electric,Ghost,Plasma Pokémon,0,65,105,107,107,50,86,520,0.3,0.3,,45,1000000,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1
480,Uxie,4,Psychic,,Knowledge Pokémon,1,75,75,130,130,75,95,580,0.3,0.3,,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
481,Mesprit,4,Psychic,,Emotion Pokémon,1,105,105,105,105,80,80,580,0.3,0.3,,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
482,Azelf,4,Psychic,,Willpower Pokémon,1,125,125,70,70,75,115,580,0.3,0.3,,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
483,Dialga,4,Steel,Dragon,Temporal Pokémon,1,120,150,120,100,100,90,680,5.4,683.0,,3,1250000,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5
484,Palkia,4,Water,Dragon,Spatial Pokémon,1,120,150,100,120,90,100,680,4.2,336.0,,3,1250000,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
485,Heatran,4,Fire,Steel,Lava Dome Pokémon,1,90,130,106,106,91,77,600,1.7,430.0,50,3,1250000,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2
486,Regigigas,4,Normal,,Colossal Pokémon,1,160,80,110,110,110,100,670,3.7,420.0,,3,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
487,Giratina,4,Ghost,Dragon,Renegade Pokémon,1,120,120,100,100,150,90,680,4.5,750.0,,3,1250000,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5
488,Cresselia,4,Psychic,,Lunar Pokémon,1,70,75,120,130,120,85,600,1.5,85.6,0,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
489,Phione,4,Water,,Sea Drifter Pokémon,0,80,80,80,80,80,80,480,0.4,3.1,,30,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
490,Manaphy,4,Water,,Seafaring Pokémon,1,100,100,100,100,100,100,600,0.3,1.4,,3,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
491,Darkrai,4,Dark,,Pitch-Black Pokémon,1,90,135,90,90,70,125,600,1.5,50.5,,3,1250000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
492,Shaymin,4,Grass,Grass,Gratitude Pokémon,1,103,120,75,75,100,127,600,0.2,2.1,,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
493,Arceus,4,Normal,,Alpha Pokémon,1,120,120,120,120,120,120,720,3.2,320.0,,3,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
494,Victini,5,Psychic,Fire,Victory Pokémon,1,100,100,100,100,100,100,600,0.4,4.0,,3,1250000,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
495,Snivy,5,Grass,,Grass Snake Pokémon,0,45,45,55,55,45,63,308,0.6,8.1,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
496,Servine,5,Grass,,Grass Snake Pokémon,0,60,60,75,75,60,83,413,0.8,16.0,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
497,Serperior,5,Grass,,Regal Pokémon,0,75,75,95,95,75,113,528,3.3,63.0,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
498,Tepig,5,Fire,,Fire Pig Pokémon,0,63,45,45,45,65,45,308,0.5,9.9,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
499,Pignite,5,Fire,Fighting,Fire Pig Pokémon,0,93,70,55,55,90,55,418,1.0,55.5,88.1,45,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
500,Emboar,5,Fire,Fighting,Mega Fire Pig Pokémon,0,123,100,65,65,110,65,528,1.6,150.0,88.1,45,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
501,Oshawott,5,Water,,Sea Otter Pokémon,0,55,63,45,45,55,45,308,0.5,5.9,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
502,Dewott,5,Water,,Discipline Pokémon,0,75,83,60,60,75,60,413,0.8,24.5,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
503,Samurott,5,Water,,Formidable Pokémon,0,100,108,85,70,95,70,528,1.5,94.6,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
504,Patrat,5,Normal,,Scout Pokémon,0,55,35,39,39,45,42,255,0.5,11.6,50,255,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
505,Watchog,5,Normal,,Lookout Pokémon,0,85,60,69,69,60,77,420,1.1,27.0,50,255,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
506,Lillipup,5,Normal,,Puppy Pokémon,0,60,25,45,45,45,55,275,0.4,4.1,50,255,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
507,Herdier,5,Normal,,Loyal Dog Pokémon,0,80,35,65,65,65,60,370,0.9,14.7,50,120,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
508,Stoutland,5,Normal,,Big-Hearted Pokémon,0,110,45,90,90,85,80,500,1.2,61.0,50,45,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
509,Purrloin,5,Dark,,Devious Pokémon,0,50,50,37,37,41,66,281,0.4,10.1,50,255,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
510,Liepard,5,Dark,,Cruel Pokémon,0,88,88,50,50,64,106,446,1.1,37.5,50,90,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
511,Pansage,5,Grass,,Grass Monkey Pokémon,0,53,53,48,48,50,64,316,0.6,10.5,88.1,190,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
512,Simisage,5,Grass,,Thorn Monkey Pokémon,0,98,98,63,63,75,101,498,1.1,30.5,88.1,75,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
513,Pansear,5,Fire,,High Temp Pokémon,0,53,53,48,48,50,64,316,0.6,11.0,88.1,190,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
514,Simisear,5,Fire,,Ember Pokémon,0,98,98,63,63,75,101,498,1.0,28.0,88.1,75,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
515,Panpour,5,Water,,Spray Pokémon,0,53,53,48,48,50,64,316,0.6,13.5,88.1,190,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
516,Simipour,5,Water,,Geyser Pokémon,0,98,98,63,63,75,101,498,1.0,29.0,88.1,75,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
517,Munna,5,Psychic,,Dream Eater Pokémon,0,25,67,45,55,76,24,292,0.6,23.3,50,190,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
518,Musharna,5,Psychic,,Drowsing Pokémon,0,55,107,85,95,116,29,487,1.1,60.5,50,75,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
519,Pidove,5,Normal,Flying,Tiny Pigeon Pokémon,0,55,36,50,30,50,43,264,0.3,2.1,50,255,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
520,Tranquill,5,Normal,Flying,Wild Pigeon Pokémon,0,77,50,62,42,62,65,358,0.6,15.0,50,120,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
521,Unfezant,5,Normal,Flying,Proud Pokémon,0,115,65,80,55,80,93,488,1.2,29.0,50,45,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
522,Blitzle,5,Electric,,Electrified Pokémon,0,60,50,32,32,45,76,295,0.8,29.8,50,190,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
523,Zebstrika,5,Electric,,Thunderbolt Pokémon,0,100,80,63,63,75,116,497,1.6,79.5,50,75,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
524,Roggenrola,5,Rock,,Mantle Pokémon,0,75,25,85,25,55,15,280,0.4,18.0,50,255,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
525,Boldore,5,Rock,,Ore Pokémon,0,105,50,105,40,70,20,390,0.9,102.0,50,120,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
526,Gigalith,5,Rock,,Compressed Pokémon,0,135,60,130,80,85,25,515,1.7,260.0,50,45,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
527,Woobat,5,Psychic,Flying,Bat Pokémon,0,45,55,43,43,65,72,323,0.4,2.1,50,190,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
528,Swoobat,5,Psychic,Flying,Courting Pokémon,0,57,77,55,55,67,114,425,0.9,10.5,50,45,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
529,Drilbur,5,Ground,,Mole Pokémon,0,85,30,40,45,60,68,328,0.3,8.5,50,120,1000000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
530,Excadrill,5,Ground,Steel,Subterrene Pokémon,0,135,50,60,65,110,88,508,0.7,40.4,50,60,1000000,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
531,Audino,5,Normal,,Hearing Pokémon,0,60,80,126,126,103,50,545,1.1,31.0,50,255,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
532,Timburr,5,Fighting,,Muscular Pokémon,0,80,25,55,35,75,35,305,0.6,12.5,75.4,180,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
533,Gurdurr,5,Fighting,,Muscular Pokémon,0,105,40,85,50,85,40,405,1.2,40.0,75.4,90,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
534,Conkeldurr,5,Fighting,,Muscular Pokémon,0,140,55,95,65,105,45,505,1.4,87.0,75.4,45,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
535,Tympole,5,Water,,Tadpole Pokémon,0,50,50,40,40,50,64,294,0.5,4.5,50,255,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
536,Palpitoad,5,Water,Ground,Vibration Pokémon,0,65,65,55,55,75,69,384,0.8,17.0,50,120,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
537,Seismitoad,5,Water,Ground,Vibration Pokémon,0,95,85,75,75,105,74,509,1.5,62.0,50,45,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
538,Throh,5,Fighting,,Judo Pokémon,0,100,30,85,85,120,45,465,1.3,55.5,100,45,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
